sector,land_type,total_area_hectares,affected_landowners_count,plots_count,current_stage,days_in_current_stage,env_forest_clearance_status,litigation_cases_count,public_objections_count,compensation_disparity_ratio,sia_completed,rr_plan_approved,risk_score,is_delayed,delay_stage
Urban Infrastructure,Agricultural,64.62,158,310,Declaration of Acquisition (Sec 19),52,Approved,1,3,0.72,1,1,33.7,0,Documentation/Survey
Energy,Commercial,73.56,408,842,Hearing of Objections (Sec 15),148,Not Applicable,1,0,0.89,1,1,26.7,0,Legal
Energy,Government/Barren,42.68,23,34,Award & Compensation (Sec 23),56,Not Applicable,0,1,0.84,1,1,26.2,0,Compensation
Energy,Government/Barren,24.89,7,15,Preliminary Notification (Sec 11),57,Approved,0,1,0.64,1,1,26.2,0,Compensation
Highways,Government/Barren,203.56,62,103,Award & Compensation (Sec 23),29,Approved,0,2,0.9,1,1,5.0,0,Compensation
Urban Infrastructure,Forest,58.26,27,56,Declaration of Acquisition (Sec 19),159,Approved,0,3,0.95,1,1,23.9,0,Compensation
Highways,Agricultural,199.57,393,866,Hearing of Objections (Sec 15),104,Approved,0,0,0.8,1,0,36.7,0,Rehabilitation & Resettlement
Energy,Commercial,19.23,79,173,Survey & Demarcation,26,Approved,0,2,0.73,1,1,21.8,0,Documentation/Survey
Energy,Government/Barren,68.56,38,42,Physical Possession,398,Not Applicable,0,0,0.84,1,1,32.7,0,Compensation
Highways,Residential,65.1,380,456,Physical Possession,151,Not Applicable,3,6,0.82,1,0,87.1,1,Legal
Highways,Government/Barren,249.21,89,107,Award & Compensation (Sec 23),242,Approved,0,4,0.9,1,1,8.1,0,Possession
Highways,Agricultural,152.17,364,792,Hearing of Objections (Sec 15),31,Approved,0,4,0.81,1,1,10.8,0,Compensation
Highways,Forest,217.14,55,82,Declaration of Acquisition (Sec 19),52,Pending,0,5,1.0,1,1,31.0,0,Approval
Energy,Residential,50.84,303,442,R&R Implementation,26,Not Applicable,1,5,0.89,1,1,18.3,0,Documentation/Survey
Irrigation,Agricultural,244.49,511,1051,Declaration of Acquisition (Sec 19),106,Pending,0,3,0.98,1,0,46.1,0,Approval
Irrigation,Agricultural,135.74,328,605,Physical Possession,95,Approved,0,4,1.0,1,1,5.0,0,Documentation/Survey
Energy,Government/Barren,77.46,42,68,Preliminary Notification (Sec 11),172,Pending,0,0,0.81,1,1,47.2,0,Approval
Industrial,Government/Barren,35.98,16,20,R&R Implementation,89,Approved,2,1,1.0,1,1,25.4,0,Legal
Industrial,Agricultural,5.05,8,18,Survey & Demarcation,90,Not Applicable,0,0,0.87,0,1,15.6,0,Documentation/Survey
Energy,Agricultural,16.21,23,48,R&R Implementation,197,Pending,3,6,0.81,1,1,98.0,1,Legal
Irrigation,Forest,362.6,179,246,Hearing of Objections (Sec 15),131,Approved,0,2,0.99,1,1,17.1,0,Possession
Highways,Forest,18.64,4,8,R&R Implementation,48,Pending,0,6,0.81,1,1,63.0,1,Approval
Industrial,Agricultural,76.28,109,234,Award & Compensation (Sec 23),56,Not Applicable,0,5,0.93,1,0,13.7,0,Rehabilitation & Resettlement
Railways,Agricultural,69.14,164,223,Hearing of Objections (Sec 15),44,Not Applicable,4,1,0.8,1,0,64.5,1,Legal
Railways,Residential,145.53,709,881,Declaration of Acquisition (Sec 19),101,Pending,0,3,0.71,1,0,70.0,1,Rehabilitation & Resettlement
Urban Infrastructure,Government/Barren,15.68,7,13,Hearing of Objections (Sec 15),34,Not Applicable,0,1,0.86,1,1,14.5,0,Compensation
Highways,Agricultural,190.38,469,714,Survey & Demarcation,285,Approved,2,2,0.93,1,0,63.7,1,Legal
Railways,Agricultural,153.83,307,447,Award & Compensation (Sec 23),78,Approved,0,3,0.7,1,0,47.7,0,Rehabilitation & Resettlement
Railways,Residential,186.98,1096,2552,Hearing of Objections (Sec 15),70,Approved,0,5,0.81,1,1,16.7,0,Compensation
Railways,Agricultural,215.34,299,733,Award & Compensation (Sec 23),21,Pending,0,4,0.72,1,1,43.2,0,Approval
Highways,Government/Barren,198.12,88,219,R&R Implementation,80,Approved,0,1,1.01,1,0,5.0,0,Rehabilitation & Resettlement
Urban Infrastructure,Forest,11.87,6,12,Award & Compensation (Sec 23),90,Rejected,0,6,0.89,1,1,78.7,1,Approval
Energy,Agricultural,35.81,62,98,R&R Implementation,71,Approved,0,2,0.95,1,1,5.0,0,Documentation/Survey
Energy,Forest,34.98,13,23,Declaration of Acquisition (Sec 19),39,Pending,0,4,0.85,1,1,52.5,1,Approval
Railways,Agricultural,157.63,360,642,Award & Compensation (Sec 23),78,Approved,4,1,0.67,1,0,64.6,1,Legal
Urban Infrastructure,Government/Barren,5.96,1,2,Award & Compensation (Sec 23),136,Not Applicable,5,1,1.06,1,1,42.0,0,Legal
Energy,Agricultural,22.34,42,103,R&R Implementation,40,Approved,0,6,0.87,1,1,28.1,0,Compensation
Energy,Government/Barren,54.84,26,41,Survey & Demarcation,63,Not Applicable,0,6,0.94,0,1,13.5,0,Documentation/Survey
Urban Infrastructure,Agricultural,56.59,146,300,Award & Compensation (Sec 23),190,Approved,2,2,0.9,1,1,39.0,0,Legal
Railways,Government/Barren,79.34,41,48,Declaration of Acquisition (Sec 19),200,Approved,0,1,0.78,1,1,31.6,0,Compensation
Irrigation,Residential,209.11,1037,2212,Hearing of Objections (Sec 15),212,Approved,1,3,0.75,1,0,66.5,1,Rehabilitation & Resettlement
Energy,Agricultural,53.13,85,197,Preliminary Notification (Sec 11),189,Approved,0,2,0.91,1,1,20.7,0,Compensation
Highways,Forest,64.12,35,81,Declaration of Acquisition (Sec 19),60,Pending,1,0,0.83,1,1,68.3,1,Approval
Railways,Agricultural,232.26,452,907,Hearing of Objections (Sec 15),58,Approved,0,1,0.98,1,1,5.0,0,Documentation/Survey
Energy,Agricultural,10.24,26,29,Physical Possession,237,Pending,0,2,0.77,1,1,64.3,1,Approval
Highways,Agricultural,74.13,194,334,Hearing of Objections (Sec 15),144,Pending,0,2,1.04,1,1,31.0,0,Approval
Irrigation,Agricultural,336.43,895,1663,Survey & Demarcation,78,Not Applicable,0,3,0.59,1,0,43.5,0,Rehabilitation & Resettlement
Highways,Residential,228.67,821,1375,Preliminary Notification (Sec 11),66,Approved,0,2,0.82,1,1,21.0,0,Documentation/Survey
Urban Infrastructure,Agricultural,25.17,69,153,R&R Implementation,280,Approved,0,1,0.82,1,1,26.0,0,Compensation
Irrigation,Forest,277.72,137,301,Physical Possession,146,Approved,0,0,0.87,1,1,45.5,0,Documentation/Survey
Railways,Government/Barren,123.37,64,109,Survey & Demarcation,43,Not Applicable,0,8,0.98,0,1,19.6,0,Approval
Highways,Government/Barren,224.51,119,190,Physical Possession,27,Not Applicable,0,0,0.61,1,1,30.9,0,Compensation
Railways,Agricultural,16.03,26,35,Hearing of Objections (Sec 15),82,Pending,0,2,1.01,1,1,25.2,0,Approval
Energy,Agricultural,21.31,43,73,Declaration of Acquisition (Sec 19),43,Not Applicable,0,2,1.0,1,1,5.0,0,Possession
Railways,Agricultural,215.21,460,1065,Hearing of Objections (Sec 15),16,Approved,1,1,0.78,1,0,53.4,1,Rehabilitation & Resettlement
Industrial,Government/Barren,29.63,9,19,Award & Compensation (Sec 23),96,Approved,3,0,0.91,1,1,48.6,0,Legal
Urban Infrastructure,Agricultural,35.97,96,152,Physical Possession,87,Approved,0,0,0.8,1,1,7.2,0,Compensation
Irrigation,Government/Barren,217.45,112,181,Hearing of Objections (Sec 15),180,Not Applicable,2,4,0.75,1,1,46.3,0,Legal
Urban Infrastructure,Forest,36.2,19,45,R&R Implementation,53,Approved,3,3,0.66,1,1,74.4,1,Legal
Urban Infrastructure,Residential,6.56,24,52,Physical Possession,259,Not Applicable,0,2,0.72,1,1,44.8,0,Compensation
Urban Infrastructure,Forest,26.73,9,22,Physical Possession,145,Approved,0,7,0.7,1,1,63.4,1,Compensation
Energy,Agricultural,27.61,68,130,Survey & Demarcation,82,Approved,0,1,0.8,1,0,17.8,0,Documentation/Survey
Energy,Residential,70.28,358,604,Preliminary Notification (Sec 11),27,Approved,0,2,0.89,1,1,19.9,0,Documentation/Survey
Energy,Residential,55.84,198,277,R&R Implementation,95,Approved,2,4,0.86,1,1,53.1,1,Legal
Irrigation,Commercial,231.88,1250,1852,Declaration of Acquisition (Sec 19),127,Not Applicable,2,3,0.93,1,1,31.1,0,Legal
Irrigation,Residential,394.92,2153,4663,Preliminary Notification (Sec 11),17,Approved,2,2,0.85,1,1,40.4,0,Legal
Irrigation,Commercial,492.24,2337,4871,Preliminary Notification (Sec 11),22,Approved,0,5,0.94,0,0,29.8,0,Rehabilitation & Resettlement
Urban Infrastructure,Commercial,34.15,143,356,Award & Compensation (Sec 23),152,Approved,0,7,0.87,1,1,38.1,0,Possession
Energy,Commercial,78.59,403,479,Survey & Demarcation,38,Approved,2,2,0.97,0,0,38.9,0,Legal
Industrial,Agricultural,54.96,135,218,Physical Possession,177,Not Applicable,0,0,0.87,1,1,17.8,0,Compensation
Highways,Agricultural,75.01,142,194,Survey & Demarcation,55,Approved,0,4,0.73,1,1,28.7,0,Documentation/Survey
Energy,Agricultural,6.63,11,17,R&R Implementation,22,Approved,2,2,0.76,1,1,36.5,0,Legal
Energy,Residential,63.46,200,277,Survey & Demarcation,70,Approved,1,2,1.02,0,1,6.3,0,Documentation/Survey
Urban Infrastructure,Forest,35.48,15,16,Physical Possession,162,Approved,0,1,0.94,1,1,17.2,0,Compensation
Highways,Agricultural,50.99,133,172,Physical Possession,322,Approved,0,2,0.92,1,1,27.3,0,Compensation
Railways,Agricultural,97.58,250,336,Declaration of Acquisition (Sec 19),88,Approved,1,4,0.83,1,0,47.3,0,Rehabilitation & Resettlement
Irrigation,Residential,53.47,315,503,Survey & Demarcation,143,Pending,0,2,0.83,0,0,69.5,1,Approval
Railways,Agricultural,59.09,146,315,Physical Possession,141,Not Applicable,2,1,0.78,1,1,45.3,0,Legal
Urban Infrastructure,Agricultural,24.88,59,129,R&R Implementation,33,Pending,0,2,0.69,1,0,52.3,1,Approval
Urban Infrastructure,Agricultural,59.26,92,154,Hearing of Objections (Sec 15),92,Pending,0,1,0.86,1,1,50.6,1,Approval
Industrial,Agricultural,13.35,19,39,Survey & Demarcation,54,Not Applicable,2,0,0.9,1,1,23.8,0,Legal
Highways,Agricultural,130.99,312,765,Survey & Demarcation,64,Pending,1,0,0.86,1,1,50.1,1,Approval
Industrial,Commercial,27.5,112,233,R&R Implementation,22,Not Applicable,1,1,0.96,1,1,19.2,0,Legal
Railways,Government/Barren,141.43,63,106,Declaration of Acquisition (Sec 19),125,Pending,0,2,0.9,1,0,23.9,0,Approval
Highways,Forest,153.55,78,86,Survey & Demarcation,242,Approved,0,6,0.93,0,0,48.9,0,Possession
Irrigation,Commercial,174.89,842,1084,Survey & Demarcation,114,Approved,2,0,0.8,1,0,70.7,1,Legal
Energy,Commercial,7.77,45,106,Preliminary Notification (Sec 11),34,Approved,2,2,0.87,1,1,39.0,0,Legal
Industrial,Forest,40.47,14,17,R&R Implementation,58,Pending,3,1,0.9,1,1,65.7,1,Legal
Energy,Forest,14.31,5,10,Physical Possession,41,Approved,0,7,0.77,1,1,38.9,0,Compensation
Highways,Agricultural,72.65,151,283,Survey & Demarcation,27,Approved,0,6,0.74,0,1,46.3,0,Compensation
Highways,Agricultural,52.05,111,225,Award & Compensation (Sec 23),24,Approved,0,5,0.86,1,1,20.9,0,Compensation
Irrigation,Agricultural,339.88,438,681,Physical Possession,61,Approved,0,2,0.89,1,0,30.0,0,Rehabilitation & Resettlement
Railways,Government/Barren,52.11,22,40,Declaration of Acquisition (Sec 19),74,Pending,2,1,0.85,1,1,66.2,1,Legal
Energy,Agricultural,34.98,84,119,Survey & Demarcation,163,Not Applicable,0,4,0.65,1,0,38.6,0,Rehabilitation & Resettlement
Energy,Agricultural,53.11,81,106,Award & Compensation (Sec 23),113,Not Applicable,0,5,0.92,1,1,6.6,0,Compensation
Highways,Residential,244.75,1023,2330,Physical Possession,68,Not Applicable,4,5,0.96,1,1,44.1,0,Legal
Energy,Agricultural,67.74,90,155,Declaration of Acquisition (Sec 19),195,Pending,1,0,0.78,1,1,65.7,1,Approval
Highways,Agricultural,248.87,440,724,Award & Compensation (Sec 23),39,Approved,1,2,0.94,1,0,19.2,0,Rehabilitation & Resettlement
Highways,Agricultural,61.31,112,237,R&R Implementation,91,Approved,0,2,0.81,1,1,22.0,0,Compensation
Urban Infrastructure,Forest,11.42,4,5,Preliminary Notification (Sec 11),67,Approved,0,6,0.85,1,1,42.3,0,Compensation
Railways,Agricultural,16.34,22,29,Preliminary Notification (Sec 11),27,Pending,2,0,0.74,1,1,81.9,1,Legal
Energy,Agricultural,75.46,162,234,Preliminary Notification (Sec 11),20,Approved,0,3,0.88,1,1,27.0,0,Compensation
Highways,Forest,66.17,23,51,Preliminary Notification (Sec 11),87,Pending,2,1,0.89,1,1,73.7,1,Legal
Highways,Government/Barren,73.02,37,79,Hearing of Objections (Sec 15),194,Approved,2,0,1.05,1,1,37.9,0,Legal
Irrigation,Government/Barren,73.31,30,69,Hearing of Objections (Sec 15),56,Not Applicable,0,2,0.77,1,1,8.2,0,Compensation
Energy,Residential,77.49,249,552,Declaration of Acquisition (Sec 19),155,Not Applicable,1,7,0.98,1,1,35.3,0,Documentation/Survey
Energy,Agricultural,21.46,48,106,Preliminary Notification (Sec 11),138,Approved,0,1,0.83,1,1,17.1,0,Compensation
Railways,Agricultural,196.72,308,563,Declaration of Acquisition (Sec 19),57,Pending,1,6,0.67,1,0,97.0,1,Rehabilitation & Resettlement
Irrigation,Agricultural,301.37,804,1900,R&R Implementation,126,Approved,0,4,0.82,1,1,30.8,0,Possession
Urban Infrastructure,Agricultural,66.74,139,296,Physical Possession,38,Approved,2,2,0.68,1,1,48.5,0,Legal
Highways,Agricultural,132.0,230,469,Declaration of Acquisition (Sec 19),173,Not Applicable,0,3,0.78,1,0,38.0,0,Rehabilitation & Resettlement
Irrigation,Government/Barren,429.48,211,369,Declaration of Acquisition (Sec 19),23,Not Applicable,3,2,0.73,1,0,82.6,1,Legal
Industrial,Residential,29.01,92,206,R&R Implementation,258,Approved,1,2,0.82,1,0,38.1,0,Rehabilitation & Resettlement
Irrigation,Agricultural,74.23,140,304,Preliminary Notification (Sec 11),89,Pending,0,1,0.91,1,0,49.6,0,Rehabilitation & Resettlement
Highways,Forest,25.7,10,24,Declaration of Acquisition (Sec 19),39,Pending,0,2,0.92,1,1,33.6,0,Approval
Industrial,Agricultural,24.19,57,87,Declaration of Acquisition (Sec 19),90,Approved,4,0,0.93,1,0,38.3,0,Legal
Railways,Residential,174.57,846,1353,Preliminary Notification (Sec 11),459,Pending,0,4,0.87,1,1,59.1,1,Approval
Industrial,Agricultural,69.86,108,191,Hearing of Objections (Sec 15),15,Pending,4,2,0.82,1,1,78.7,1,Legal
Energy,Commercial,53.39,296,668,Survey & Demarcation,45,Approved,3,4,0.79,0,1,50.5,1,Legal
Energy,Agricultural,52.82,83,136,Award & Compensation (Sec 23),31,Approved,0,5,0.88,1,1,13.9,0,Compensation
Irrigation,Government/Barren,395.48,119,224,Survey & Demarcation,54,Approved,2,1,0.92,1,0,54.0,1,Legal
Irrigation,Forest,443.54,182,404,Award & Compensation (Sec 23),132,Rejected,6,2,0.89,1,1,98.0,1,Legal
Highways,Commercial,109.6,567,915,Hearing of Objections (Sec 15),60,Approved,0,1,0.52,1,1,33.7,0,Compensation
Urban Infrastructure,Commercial,9.45,34,63,Declaration of Acquisition (Sec 19),49,Approved,1,3,0.63,1,1,43.9,0,Compensation
Irrigation,Commercial,496.34,2903,5864,Award & Compensation (Sec 23),20,Approved,0,2,1.03,1,1,5.0,0,Documentation/Survey
Urban Infrastructure,Agricultural,17.06,33,49,Award & Compensation (Sec 23),66,Approved,3,0,0.6,1,1,62.6,1,Legal
Irrigation,Agricultural,172.05,455,793,Preliminary Notification (Sec 11),49,Approved,0,2,0.87,1,1,18.7,0,Documentation/Survey
Highways,Commercial,40.67,119,229,Hearing of Objections (Sec 15),157,Not Applicable,1,8,0.89,1,0,82.9,1,Compensation
Irrigation,Residential,386.72,1553,2143,Preliminary Notification (Sec 11),164,Approved,1,0,0.64,1,0,69.1,1,Rehabilitation & Resettlement
Irrigation,Commercial,290.89,946,1742,Hearing of Objections (Sec 15),116,Pending,0,3,0.69,1,0,79.8,1,Rehabilitation & Resettlement
Industrial,Residential,29.99,150,271,R&R Implementation,240,Approved,1,1,0.62,1,1,55.4,1,Compensation
Urban Infrastructure,Agricultural,57.59,114,202,R&R Implementation,56,Approved,0,1,0.95,1,1,5.0,0,Documentation/Survey
Urban Infrastructure,Commercial,20.59,89,126,Physical Possession,101,Not Applicable,0,2,0.96,1,0,13.0,0,Rehabilitation & Resettlement
Railways,Residential,36.76,156,296,Survey & Demarcation,30,Not Applicable,0,0,0.93,0,1,5.0,0,Documentation/Survey
Railways,Agricultural,208.93,501,1237,R&R Implementation,324,Pending,1,1,0.93,1,1,63.1,1,Approval
Urban Infrastructure,Forest,24.69,13,19,R&R Implementation,231,Approved,0,1,0.86,1,1,39.8,0,Compensation
Urban Infrastructure,Government/Barren,21.0,11,18,Preliminary Notification (Sec 11),34,Pending,2,1,0.75,1,1,52.9,1,Legal
Energy,Agricultural,77.36,136,328,Survey & Demarcation,21,Pending,0,2,0.7,1,1,55.1,1,Approval
Urban Infrastructure,Agricultural,20.76,48,67,Award & Compensation (Sec 23),38,Pending,0,1,0.68,1,1,40.8,0,Approval
Highways,Forest,53.81,17,39,Physical Possession,256,Approved,0,2,0.76,1,1,45.2,0,Compensation
Energy,Forest,46.71,14,28,Survey & Demarcation,50,Approved,0,4,0.78,0,1,31.7,0,Compensation
Urban Infrastructure,Agricultural,16.99,39,79,Physical Possession,230,Not Applicable,0,2,0.81,1,1,30.5,0,Compensation
Railways,Forest,179.42,75,163,R&R Implementation,299,Pending,0,2,0.94,1,1,52.5,1,Approval
Energy,Agricultural,69.78,182,272,Declaration of Acquisition (Sec 19),83,Approved,0,3,0.69,1,1,22.4,0,Compensation
Highways,Forest,191.97,64,74,Award & Compensation (Sec 23),300,Approved,0,3,0.84,1,1,42.3,0,Compensation
Railways,Residential,194.88,753,876,Hearing of Objections (Sec 15),189,Not Applicable,1,4,0.8,1,1,50.8,1,Documentation/Survey
Highways,Agricultural,146.54,381,642,R&R Implementation,49,Approved,0,1,0.81,1,1,5.6,0,Documentation/Survey
Irrigation,Residential,310.58,1440,3383,R&R Implementation,71,Approved,3,5,0.66,1,1,69.4,1,Legal
Irrigation,Residential,225.04,662,1199,Preliminary Notification (Sec 11),75,Approved,2,3,0.58,1,1,60.5,1,Legal
Irrigation,Government/Barren,119.43,38,43,Survey & Demarcation,18,Pending,0,2,0.84,1,1,37.2,0,Approval
Energy,Agricultural,50.43,116,160,R&R Implementation,107,Approved,0,1,0.96,1,1,9.6,0,Rehabilitation & Resettlement
Irrigation,Commercial,381.37,2129,3612,Survey & Demarcation,38,Approved,3,3,0.98,1,1,34.8,0,Legal
Highways,Residential,209.09,1244,1783,R&R Implementation,32,Not Applicable,3,2,0.7,1,0,79.0,1,Legal
Energy,Residential,10.03,33,59,Hearing of Objections (Sec 15),90,Not Applicable,0,2,0.89,1,1,12.1,0,Compensation
Railways,Agricultural,199.59,244,507,Award & Compensation (Sec 23),109,Approved,0,3,0.94,1,1,8.1,0,Documentation/Survey
Irrigation,Residential,225.76,850,1432,Declaration of Acquisition (Sec 19),65,Approved,0,5,0.63,1,1,29.7,0,Compensation
Urban Infrastructure,Forest,8.52,3,3,Declaration of Acquisition (Sec 19),165,Approved,0,0,0.7,1,1,41.8,0,Compensation
Railways,Forest,188.99,53,58,Hearing of Objections (Sec 15),196,Pending,0,2,0.78,1,1,64.8,1,Approval
Irrigation,Agricultural,160.59,398,486,Survey & Demarcation,144,Approved,0,2,0.58,1,1,32.8,0,Compensation
Industrial,Agricultural,47.71,65,78,Preliminary Notification (Sec 11),140,Approved,0,1,0.92,1,1,5.0,0,Compensation
Energy,Agricultural,54.28,82,186,Preliminary Notification (Sec 11),72,Pending,0,2,0.99,1,0,21.9,0,Approval
Industrial,Agricultural,69.55,187,285,Hearing of Objections (Sec 15),68,Approved,0,0,0.7,1,1,26.4,0,Compensation
Highways,Agricultural,45.81,127,284,Survey & Demarcation,169,Approved,2,2,0.78,1,1,48.9,0,Legal
Urban Infrastructure,Residential,8.11,29,46,Award & Compensation (Sec 23),124,Pending,4,2,0.91,1,1,65.5,1,Legal
Railways,Agricultural,141.54,385,431,R&R Implementation,46,Approved,0,5,0.98,1,0,15.3,0,Rehabilitation & Resettlement
Industrial,Residential,70.03,426,776,R&R Implementation,20,Not Applicable,0,2,0.64,1,0,42.4,0,Rehabilitation & Resettlement
Urban Infrastructure,Agricultural,34.84,66,113,Declaration of Acquisition (Sec 19),62,Approved,3,2,0.86,1,1,55.7,1,Legal
